,data,percent,player,rank
665,56476.53,0.6,Hero_SG,12425
666,42,2.2,Hero_SG,41907
667,17,0.1,Hero_SG,153
668,0.59,7.0,Hero_SG,3267
669,29,0.3,Hero_SG,2725
670,69.05,9.0,Hero_SG,744
671,25,7.0,Hero_SG,89304
672,1957,0.1,Hero_SG,112
673,2036.4,0.1,Hero_SG,860
674,5,0.7,Hero_SG,0
675,767.7,1.7,Hero_SG,87
676,3.74,0.7,Hero_SG,103
677,1.98,35.0,Hero_SG,50013
678,6.29,1.8,Hero_SG,101
679,4742.14,11.0,Hero_SG,4768
680,0.38,13.0,Hero_SG,4665
681,0.02,6.0,Hero_SG,27860
682,0.05,14.0,Hero_SG,31106
683,1344.68,11.0,Hero_SG,1409
684,0.69,9.0,Hero_SG,744
685,264,0.1,Hero_SG,110
686,18,1.1,Hero_SG,17458
687,1,13.0,Hero_SG,20512
688,2,4.4,Hero_SG,14628
689,157,0.1,Hero_SG,208
690,0.59,5.0,Hero_SG,1256
691,2,2.3,Hero_SG,9410
692,1,6.0,Hero_SG,11883
693,1,77.0,Hero_SG,136634
694,22,10.0,Hero_SG,64869
695,18,0.2,Hero_SG,394
696,4,1.1,Hero_SG,554
697,0,100.0,Hero_SG,0
698,5,3.5,Hero_SG,65272
699,1960.87,6.0,Hero_SG,33996
700,1960.87,6.0,Hero_SG,33996
701,1344.68,11.0,Hero_SG,2163
702,1611,0.2,Hero_SG,153
703,112166.6,0.5,Hero_SG,7653
704,87003.38,0.6,Hero_SG,13847
705,199170,0.5,Hero_SG,9609
706,2670.63,9.0,Hero_SG,1254
707,2071.51,17.0,Hero_SG,17469
708,487.27,0.6,Hero_SG,3501
709,83,1.7,Hero_SG,34522
710,16,0.3,Hero_SG,6418
711,161,0.2,Hero_SG,2672
712,32243.32,0.1,Hero_SG,714
713,148,0.1,Hero_SG,864
714,5.41,3.9,Ezrealxin,993
715,29.27,4.9,Ezrealxin,763
716,51154.67,0.8,Ezrealxin,16453
717,41,2.4,Ezrealxin,43887
718,12,0.2,Ezrealxin,134
719,0.46,11.0,Ezrealxin,9130
720,26,0.3,Ezrealxin,3989
721,63.41,11.0,Ezrealxin,1486
722,29,5.0,Ezrealxin,72585
723,1954,0.1,Ezrealxin,117
724,1953.59,0.2,Ezrealxin,2041
725,117,0.5,Ezrealxin,0
726,442.83,8.0,Ezrealxin,2053
727,2.73,1.4,Ezrealxin,437
728,1.71,40.0,Ezrealxin,71200
729,3.83,7.0,Ezrealxin,1682
730,3882.71,20.0,Ezrealxin,14284
731,0.22,27.0,Ezrealxin,38809
732,0.02,6.0,Ezrealxin,27396
733,0,100.0,Ezrealxin,77250
734,1247.67,15.0,Ezrealxin,3588
735,0.63,11.0,Ezrealxin,1486
736,157,0.3,Ezrealxin,261
737,26,0.4,Ezrealxin,6461
738,0,100.0,Ezrealxin,62710
739,0,100.0,Ezrealxin,77250
740,112,0.1,Ezrealxin,460
741,0.71,3.1,Ezrealxin,381
742,2,null,Ezrealxin,9410
743,1,7.0,Ezrealxin,11883
744,30,2.0,Ezrealxin,11785
745,157,0.2,Ezrealxin,635
746,11,4.2,Ezrealxin,9820
747,2,null,Ezrealxin,25653
748,0,100.0,Ezrealxin,0
749,4,8.0,Ezrealxin,90956
750,1952.19,7.0,Ezrealxin,42391
751,1952.19,7.0,Ezrealxin,42391
752,1247.68,15.0,Ezrealxin,5073
753,1617,0.1,Ezrealxin,134
